year,d,time,clouds,pressure,humidity,rain,snow,temperature,dew_temperature,visibility,wind_direction,gust_speed,wind_speed,area
2016,105,0,8.0,1028.9,76.0,0.0,35.0,-250.0,-29.1,11060.0,145.0,1.8,1.0,4
2016,105,1,8.0,1028.5,75.0,0.0,32.0,-260.0,-30.0,13170.0,157.0,1.7,1.1,4
2016,105,2,8.0,1028.1,75.0,0.0,32.0,-273.0,-30.4,16780.0,156.0,1.3,0.9,4
2016,105,3,8.0,1027.5,74.0,0.0,32.0,-286.0,-30.9,21210.0,323.0,1.6,1.0,4
2016,105,4,7.0,1026.9,75.0,0.0,32.0,-298.0,-31.2,35170.0,308.0,1.2,0.9,4
2016,105,5,1.0,1026.5,74.0,0.0,32.0,-308.0,-31.3,21390.0,129.0,0.9,0.6,4
2016,105,6,5.0,1026.1,74.0,0.0,32.0,-316.0,-31.4,24930.0,0.0,0.6,0.0,4
2016,105,7,0.0,1025.7,74.0,0.0,32.0,-324.0,-31.6,50000.0,315.0,1.2,0.8,4
2016,105,8,8.0,1025.5,78.0,0.0,32.0,-334.0,-30.1,16310.0,151.0,2.0,1.3,4
2016,105,9,7.0,1024.6,78.0,0.0,32.0,-337.0,-29.1,4050.0,311.0,1.6,0.8,4
2016,105,10,0.0,1023.9,76.0,0.0,32.0,-342.0,-29.5,16960.0,165.0,3.8,2.7,4
2016,105,11,5.0,1023.1,76.0,0.0,32.0,-347.0,-29.7,1910.0,3.0,1.1,0.6,4
2016,105,12,8.0,1022.3,78.0,0.0,32.0,-351.0,-28.4,8910.0,150.0,2.0,1.0,4
2016,105,13,8.0,1021.7,79.0,0.0,31.0,-356.0,-27.3,5290.0,250.0,1.7,0.7,4
2016,105,14,7.0,1020.8,80.0,0.0,33.0,-361.0,-26.1,8210.0,123.0,1.6,0.6,4
2016,105,15,7.0,1020.2,81.0,0.0,32.0,-367.0,-24.9,3310.0,146.0,1.9,0.7,4
2016,105,16,7.0,1019.7,82.0,0.0,33.0,-371.0,-23.7,1520.0,234.0,1.9,1.0,4
2016,105,17,7.0,1019.2,83.0,0.0,32.0,-374.0,-22.9,5700.0,185.0,3.1,1.6,4
2016,105,18,3.0,1018.9,81.0,0.0,34.0,-376.0,-23.3,10100.0,65.0,1.6,0.7,4
2016,105,19,7.0,1019.4,82.0,0.0,34.0,-381.0,-23.0,750.0,225.0,2.5,1.3,4
2016,105,20,7.0,1019.7,82.0,0.0,35.0,-386.0,-22.6,670.0,90.0,1.3,0.8,4
2016,105,21,5.0,1020.1,81.0,0.0,34.0,-387.0,-23.8,17790.0,188.0,2.6,1.2,4
2016,105,22,1.0,1020.4,79.0,0.0,34.0,-387.0,-25.1,8270.0,0.0,1.1,0.0,4
2016,105,23,5.0,1021.1,79.0,0.0,35.0,-386.0,-26.0,22760.0,240.0,1.4,0.7,4
2016,106,0,1.0,1021.3,78.0,0.0,36.0,-388.0,-27.8,32030.0,167.0,2.5,2.1,4
2016,106,1,0.0,1021.5,76.0,0.0,34.0,-391.0,-29.0,40600.0,194.0,2.1,1.7,4
2016,106,2,0.0,1021.8,74.0,0.0,34.0,-392.0,-30.4,50000.0,202.0,2.1,1.1,4
2016,106,3,0.0,1022.3,73.0,0.0,34.0,-394.0,-32.0,50000.0,160.0,3.0,2.6,4
2016,106,4,0.0,1022.8,72.0,0.0,34.0,-397.0,-33.3,50000.0,169.0,2.3,1.8,4
2016,106,5,0.0,1023.0,71.0,0.0,34.0,-398.0,-34.4,50000.0,150.0,2.2,1.6,4
2016,106,6,0.0,1023.1,70.0,0.0,34.0,-401.0,-35.3,50000.0,162.0,2.6,2.1,4
2016,106,7,0.0,1023.6,69.0,0.0,34.0,-401.0,-36.2,50000.0,168.0,2.7,2.0,4
2016,106,8,0.0,1024.0,68.0,0.0,34.0,-401.0,-37.3,50000.0,160.0,2.5,1.9,4
2016,106,9,0.0,1024.1,68.0,0.0,34.0,-401.0,-37.6,44500.0,166.0,2.0,1.6,4
2016,106,10,0.0,1024.2,68.0,0.0,34.0,-401.0,-38.1,42600.0,162.0,2.5,1.8,4
2016,106,11,0.0,1024.4,67.0,0.0,34.0,-401.0,-38.7,46610.0,169.0,3.0,2.4,4
2016,106,12,0.0,1024.6,66.0,0.0,34.0,-399.0,-39.2,50000.0,149.0,2.1,1.6,4
2016,106,13,0.0,1024.8,66.0,0.0,34.0,-397.0,-39.7,50000.0,155.0,2.4,1.7,4
2016,106,14,0.0,1025.0,66.0,0.0,34.0,-392.0,-40.1,50000.0,160.0,3.0,2.6,4
2016,106,15,0.0,1025.1,65.0,0.0,34.0,-384.0,-40.9,45790.0,163.0,2.1,1.8,4
2016,106,16,0.0,1025.0,64.0,0.0,34.0,-370.0,-41.3,50000.0,158.0,2.4,1.9,4
2016,106,17,0.0,1025.2,64.0,0.0,34.0,-358.0,-41.7,14230.0,156.0,2.6,2.1,4
2016,106,18,0.0,1025.3,64.0,0.0,34.0,-348.0,-41.9,13200.0,154.0,2.2,2.0,4
2016,106,19,0.0,1025.3,63.0,0.0,34.0,-336.0,-42.5,7300.0,158.0,2.6,2.2,4
2016,106,20,0.0,1025.0,63.0,0.0,34.0,-322.0,-43.0,4760.0,171.0,2.1,1.6,4
2016,106,21,0.0,1024.8,63.0,0.0,34.0,-307.0,-43.1,5890.0,162.0,2.0,1.5,4
2016,106,22,0.0,1024.4,63.0,0.0,34.0,-298.0,-43.1,9200.0,160.0,2.5,2.1,4
2016,106,23,0.0,1024.5,63.0,0.0,34.0,-288.0,-43.1,16670.0,156.0,2.8,2.2,4
2016,107,0,0.0,1024.5,63.0,0.0,36.0,-277.0,-43.2,44010.0,155.0,1.9,1.5,4
2016,107,1,1.0,1024.7,62.0,0.0,34.0,-265.0,-43.6,16140.0,164.0,3.1,2.3,4
2016,107,2,0.0,1024.4,62.0,0.0,34.0,-255.0,-43.7,29210.0,151.0,2.3,1.8,4
2016,107,3,0.0,1024.3,62.0,0.0,34.0,-235.0,-43.9,11020.0,152.0,1.8,1.5,4
2016,107,4,0.0,1024.2,61.0,0.0,34.0,-156.0,-44.3,5480.0,151.0,2.0,1.7,4
2016,107,5,0.0,1024.1,62.0,0.0,34.0,-106.0,-44.4,5530.0,158.0,2.5,1.9,4
2016,107,6,0.0,1023.9,61.0,0.0,34.0,-85.0,-44.7,5950.0,153.0,1.5,1.2,4
2016,107,7,0.0,1023.7,61.0,0.0,34.0,-76.0,-44.7,6170.0,155.0,2.2,1.8,4
2016,107,8,0.0,1023.6,61.0,0.0,34.0,-67.0,-44.7,12450.0,162.0,2.5,1.9,4
2016,107,9,0.0,1023.7,61.0,0.0,34.0,-62.0,-44.7,7380.0,153.0,2.1,1.6,4
2016,107,10,0.0,1023.5,61.0,0.0,34.0,-59.0,-44.7,10450.0,148.0,1.6,1.1,4
2016,107,11,0.0,1022.8,61.0,0.0,34.0,-58.0,-44.8,7750.0,154.0,1.0,0.7,4
2016,107,12,0.0,1022.2,61.0,0.0,34.0,-55.0,-44.5,12730.0,177.0,1.2,0.7,4
2016,107,13,0.0,1022.0,61.0,0.0,34.0,-60.0,-44.4,17910.0,128.0,1.3,0.8,4
2016,107,14,3.0,1021.4,63.0,0.0,34.0,-68.0,-43.7,2810.0,0.0,0.7,0.0,4
2016,107,15,5.0,1020.5,64.0,0.0,34.0,-76.0,-42.7,4180.0,304.0,1.3,0.8,4
2016,107,16,8.0,1019.9,65.0,0.0,34.0,-85.0,-41.2,5740.0,348.0,1.1,0.6,4
2016,107,17,8.0,1019.1,67.0,0.0,34.0,-112.0,-39.8,6540.0,0.0,1.2,0.0,4
2016,107,18,7.0,1018.1,68.0,0.0,34.0,-134.0,-38.6,28500.0,355.0,1.3,0.6,4
2016,107,19,7.0,1017.3,69.0,0.0,35.0,-144.0,-37.2,23180.0,297.0,1.3,0.6,4
2016,107,20,7.0,1016.4,71.0,0.0,34.0,-154.0,-35.6,41760.0,6.0,2.3,1.2,4
2016,107,21,7.0,1015.5,72.0,0.0,34.0,-167.0,-34.1,31070.0,189.0,1.8,1.1,4
2016,107,22,7.0,1014.5,73.0,0.0,34.0,-175.0,-33.1,46880.0,293.0,1.4,0.6,4
2016,107,23,7.0,1013.7,74.0,0.0,34.0,-175.0,-31.9,41600.0,263.0,1.4,0.6,4
2016,108,0,7.0,1012.9,75.0,0.0,36.0,-178.0,-30.7,46820.0,309.0,1.1,0.6,4
2016,108,1,7.0,1011.9,77.0,0.0,34.0,-171.0,-29.4,42740.0,278.0,1.2,0.6,4
2016,108,2,7.0,1010.7,78.0,0.0,34.0,-167.0,-28.1,7960.0,336.0,2.6,1.6,4
2016,108,3,7.0,1009.8,81.0,0.0,35.0,-167.0,-25.8,18450.0,4.0,5.1,3.2,4
2016,108,4,7.0,1008.5,91.0,0.0,35.0,-166.0,-16.7,13760.0,20.0,6.0,4.6,4
2016,108,5,7.0,1007.8,92.0,0.0,34.0,-170.0,-11.6,3410.0,14.0,6.1,3.7,4
2016,108,6,7.0,1007.3,93.0,0.0,34.0,-145.0,-9.3,12850.0,4.0,7.3,3.8,4
2016,108,7,7.0,1006.8,94.0,1.4,35.0,-157.0,-8.4,1040.0,350.0,10.3,5.7,4
2016,108,8,7.0,1006.2,94.0,0.0,34.0,-150.0,-7.5,3840.0,351.0,9.6,6.7,4
2016,108,9,8.0,1005.8,92.0,0.0,34.0,-164.0,-7.3,4400.0,347.0,8.1,5.6,4
2016,108,10,9.0,1005.5,93.0,0.0,34.0,-174.0,-6.8,1650.0,346.0,9.1,5.8,4
2016,108,11,7.0,1005.4,93.0,0.0,34.0,-182.0,-6.8,11360.0,356.0,6.6,3.7,4
2016,108,12,8.0,1005.4,93.0,0.0,35.0,-184.0,-6.4,15520.0,7.0,5.8,3.3,4
2016,108,13,7.0,1005.7,93.0,0.0,34.0,-201.0,-7.0,44230.0,12.0,4.8,3.2,4
2016,108,14,7.0,1005.9,92.0,0.0,34.0,-201.0,-7.9,50000.0,359.0,5.8,4.0,4
2016,108,15,7.0,1006.1,91.0,0.0,34.0,-195.0,-8.9,50000.0,9.0,5.2,3.1,4
2016,108,16,7.0,1006.2,90.0,0.0,35.0,-185.0,-9.8,50000.0,10.0,3.3,1.8,4
2016,108,17,1.0,1006.5,85.0,0.0,34.0,-183.0,-13.2,50000.0,327.0,1.2,0.7,4
2016,108,18,5.0,1006.4,87.0,0.0,35.0,-184.0,-15.2,50000.0,160.0,2.3,1.8,4
2016,108,19,7.0,1006.5,87.0,0.0,35.0,-186.0,-16.0,50000.0,163.0,2.5,1.7,4
2016,108,20,3.0,1006.5,83.0,0.0,34.0,-194.0,-17.6,50000.0,158.0,2.7,1.6,4
2016,108,21,1.0,1006.7,84.0,0.0,35.0,-199.0,-18.8,46520.0,156.0,2.6,2.0,4
2016,108,22,5.0,1006.4,85.0,0.0,35.0,-201.0,-19.5,50000.0,174.0,2.3,1.4,4
2016,108,23,7.0,1006.3,85.0,0.0,35.0,-207.0,-19.4,50000.0,163.0,2.6,2.0,4
2016,109,0,7.0,1006.2,86.0,0.0,36.0,-214.0,-19.6,47360.0,174.0,3.1,2.3,4
2016,109,1,7.0,1006.2,86.0,0.0,35.0,-217.0,-18.8,50000.0,175.0,3.4,2.5,4
2016,109,2,5.0,1005.8,88.0,0.0,35.0,-221.0,-18.2,50000.0,148.0,1.8,0.8,4
2016,109,3,5.0,1005.8,86.0,0.0,35.0,-226.0,-18.5,50000.0,185.0,2.0,1.2,4
2016,109,4,7.0,1005.8,85.0,0.0,34.0,-227.0,-18.5,50000.0,0.0,1.3,0.0,4
2016,109,5,3.0,1005.9,86.0,0.0,34.0,-233.0,-18.7,50000.0,280.0,1.6,0.9,4
2016,109,6,7.0,1005.9,92.0,0.0,35.0,-238.0,-15.6,28770.0,16.0,3.1,2.4,4
2016,109,7,7.0,1006.5,88.0,0.0,35.0,-241.0,-17.3,15550.0,53.0,2.4,1.1,4
2016,109,8,5.0,1006.9,88.0,0.0,34.0,-245.0,-16.5,50000.0,182.0,1.1,0.6,4
2016,109,9,3.0,1007.8,82.0,0.0,34.0,-248.0,-18.8,50000.0,325.0,2.3,1.3,4
2016,109,10,7.0,1008.6,83.0,0.0,34.0,-246.0,-19.5,50000.0,323.0,1.0,0.6,4
2016,109,11,7.0,1009.2,81.0,0.0,34.0,-240.0,-20.7,50000.0,167.0,2.4,1.6,4
2016,109,12,0.0,1009.7,83.0,0.0,34.0,-236.0,-20.6,50000.0,163.0,2.7,1.6,4
2016,109,13,0.0,1010.2,82.0,0.0,34.0,-230.0,-22.4,50000.0,173.0,2.4,2.0,4
2016,109,14,8.0,1010.5,84.0,0.0,35.0,-228.0,-22.1,19360.0,168.0,3.0,2.3,4
2016,109,15,8.0,1010.8,85.0,0.0,35.0,-234.0,-21.4,1660.0,169.0,3.4,2.6,4
2016,109,16,8.0,1010.9,85.0,0.0,35.0,-240.0,-20.4,1640.0,160.0,3.1,2.4,4
2016,109,17,8.0,1011.0,85.0,0.0,34.0,-242.0,-20.2,650.0,171.0,2.2,1.4,4
2016,109,18,8.0,1011.4,83.0,0.0,34.0,-238.0,-20.6,1730.0,155.0,2.1,1.6,4
2016,109,19,8.0,1011.7,85.0,0.0,34.0,-233.0,-20.5,1330.0,151.0,1.8,1.4,4
2016,109,20,8.0,1011.9,83.0,0.0,35.0,-226.0,-21.6,4780.0,173.0,1.9,1.4,4
2016,109,21,8.0,1012.1,82.0,0.0,35.0,-219.0,-22.2,1280.0,156.0,2.2,1.8,4
2016,109,22,7.0,1012.1,83.0,0.0,35.0,-209.0,-22.3,13530.0,152.0,3.6,2.4,4
2016,109,23,7.0,1012.2,82.0,0.0,35.0,-202.0,-23.0,3600.0,154.0,4.1,2.6,4
2016,110,0,3.0,1012.2,80.0,0.0,36.0,-198.0,-23.9,2870.0,159.0,3.9,2.7,4
2016,110,1,3.0,1012.4,81.0,0.0,35.0,-194.0,-24.2,1710.0,163.0,3.8,2.7,4
2016,110,2,1.0,1012.4,80.0,0.0,34.0,-190.0,-24.6,2150.0,160.0,3.5,2.8,4
2016,110,3,5.0,1012.2,79.0,0.0,34.0,-188.0,-25.2,560.0,159.0,2.6,1.9,4
2016,110,4,5.0,1012.1,80.0,0.0,35.0,-185.0,-25.3,870.0,164.0,2.4,1.8,4
2016,110,5,7.0,1012.1,79.0,0.0,35.0,-184.0,-26.0,1470.0,166.0,2.1,1.6,4
2016,110,6,1.0,1012.4,78.0,0.0,35.0,-185.0,-26.6,17820.0,0.0,1.1,0.0,4
2016,110,7,1.0,1012.5,77.0,0.0,35.0,-183.0,-27.0,9280.0,182.0,2.4,1.8,4
2016,110,8,0.0,1012.9,77.0,0.0,35.0,-181.0,-27.4,1630.0,147.0,1.5,1.2,4
2016,110,9,5.0,1013.3,77.0,0.0,35.0,-179.0,-27.6,560.0,159.0,2.1,1.3,4
2016,110,10,7.0,1013.3,79.0,0.0,35.0,-178.0,-27.3,5150.0,161.0,3.6,2.5,4
2016,110,11,7.0,1013.5,79.0,0.0,35.0,-177.0,-26.6,520.0,151.0,1.8,1.5,4
2016,110,12,7.0,1013.6,80.0,0.0,35.0,-181.0,-26.1,34430.0,138.0,2.5,1.3,4
2016,110,13,7.0,1013.7,80.0,0.0,35.0,-194.0,-25.4,11300.0,165.0,1.1,0.7,4
2016,110,14,7.0,1013.8,80.0,0.0,35.0,-213.0,-25.3,50000.0,146.0,1.4,1.2,4
2016,110,15,3.0,1014.0,78.0,0.0,35.0,-215.0,-26.2,50000.0,151.0,1.9,1.3,4
2016,110,16,5.0,1014.3,78.0,0.0,35.0,-217.0,-26.8,50000.0,165.0,2.7,2.2,4
2016,110,17,5.0,1014.7,78.0,0.0,35.0,-213.0,-26.9,30510.0,159.0,1.8,1.5,4
2016,110,18,8.0,1014.9,79.0,0.0,35.0,-208.0,-26.4,50000.0,174.0,1.7,1.1,4
2016,110,19,7.0,1015.1,79.0,0.0,34.0,-203.0,-25.8,15210.0,158.0,1.7,1.1,4
2016,110,20,8.0,1015.6,81.0,0.0,34.0,-200.0,-24.9,25820.0,157.0,3.2,2.4,4
2016,110,21,8.0,1015.9,81.0,0.0,35.0,-200.0,-24.2,3780.0,146.0,1.7,1.1,4
2016,110,22,8.0,1016.2,82.0,0.0,35.0,-197.0,-23.2,3260.0,165.0,1.9,1.5,4
2016,110,23,8.0,1016.5,83.0,0.0,34.0,-195.0,-22.4,2960.0,161.0,1.7,1.3,4
2016,111,0,8.0,1016.7,83.0,0.0,37.0,-202.0,-21.9,3260.0,158.0,2.7,1.9,4
2016,111,1,7.0,1017.0,83.0,0.0,34.0,-205.0,-21.5,8980.0,178.0,1.9,1.1,4
2016,111,2,7.0,1017.4,84.0,0.0,35.0,-214.0,-21.1,10580.0,195.0,1.5,0.9,4
